record_id,energy_node_id,region,substation_type,device_type,communication_protocol,packet_size_bytes,packet_rate_per_sec,network_latency_ms,bandwidth_usage_mbps,jitter_ms,packet_loss_percent,connection_duration_sec,active_connection_count,failed_connection_count,authentication_attempts,failed_login_count,user_role,device_trust_level,firmware_version,cpu_utilization_percent,memory_utilization_percent,power_consumption_kw,sensor_update_interval_ms,telemetry_volume_mb,scada_command_count,control_signal_frequency,measurement_variance,voltage_deviation_percent,frequency_deviation_hz,event_severity,alert_priority,encryption_algorithm,certificate_status,intrusion_signature_score,behavior_anomaly_score,traffic_entropy,session_risk_score,federated_round,attack_type
2683,Node_10,South,Distribution,Smart_Meter,OPC_UA,1098,1300,204.42,842.47,32.17,26.5,2247,84,46,51,24,Administrator,Trusted,v1.0,72.33,47.18,443.78,818.64,76.67,489,26.98,8.494,-9.53,-0.064,High,P4,RSA2048,Revoked,0.0668,0.0589,2.814,68.36,2,Replay_Attack
2684,Node_02,Northeast,Distribution,PLC,Modbus,663,1092,98.24,231.81,45.97,12.84,6535,186,38,14,9,Maintenance,Restricted,v2.0,5.74,25.72,54.11,407.22,177.92,557,473.41,18.347,-5.2,-1.184,Critical,P2,ChaCha20,Revoked,0.8109,0.9124,1.222,93.16,36,DoS_Attack
2685,Node_10,Northeast,Industrial,Gateway,MQTT,274,579,29.26,64.74,37.44,13.24,552,100,33,37,5,Operator,Trusted,v3.0,12.5,30.54,151.71,890.95,226.73,348,445.05,15.626,-4.8,-1.119,High,P3,AES128,Revoked,0.3144,0.2213,2.882,32.7,16,Replay_Attack
2686,Node_12,South,Renewable,Edge_Node,IEC61850,423,758,91.27,151.53,17.54,23.31,949,120,45,68,11,Maintenance,Restricted,v2.3,23.67,24.9,161.04,663.16,223.4,427,96.47,7.783,-1.59,0.839,Medium,P2,AES128,Expired,0.5034,0.1877,3.389,91.56,64,False_Data_Injection
2687,Node_08,Northeast,Renewable,PLC,OPC_UA,131,738,16.34,685.66,16.42,9.48,7155,119,3,66,19,Maintenance,Restricted,v2.3,80.21,46.07,321.82,106.41,86.79,167,236.5,6.864,5.5,0.766,Critical,P4,AES128,Expired,0.5881,0.5709,2.301,16.56,42,Normal
2688,Node_05,South,Industrial,Edge_Node,IEC61850,490,245,165.17,241.25,13.62,2.31,5030,246,28,73,18,Operator,Trusted,v2.3,83.18,73.57,481.99,750.0,6.96,1104,434.13,15.083,-7.12,-1.51,Critical,P2,AES128,Revoked,0.9436,0.7969,6.147,56.82,6,Normal
2689,Node_12,Northeast,Renewable,Edge_Node,IEC61850,72,712,174.6,569.28,23.8,11.47,1827,221,5,10,22,Supervisor,Guest,v1.0,73.58,62.95,255.91,318.2,221.79,10,66.34,9.388,-4.6,-1.243,Medium,P2,ChaCha20,Revoked,0.1709,0.2233,1.745,34.88,68,DoS_Attack
2690,Node_11,South,Renewable,Gateway,DNP3,600,412,67.81,396.58,46.01,15.42,2896,250,55,76,15,Operator,Restricted,v1.0,17.56,77.85,367.16,257.33,49.42,153,139.08,0.654,5.95,-0.63,Low,P1,ChaCha20,Valid,0.0872,0.3141,3.96,88.61,15,Reconnaissance
2691,Node_07,South,Renewable,SCADA_Server,Modbus,1153,848,163.25,868.87,0.88,8.37,4667,107,39,5,22,Supervisor,Trusted,v3.0,63.85,51.68,276.66,206.59,102.37,429,20.82,13.158,3.05,-1.141,Critical,P3,AES256,Expired,0.2291,0.8417,3.633,31.02,62,Normal
2692,Node_02,Northeast,Industrial,Edge_Node,IEC61850,758,107,15.57,490.02,38.03,20.22,1202,27,18,42,13,Maintenance,Restricted,v1.0,33.12,43.98,326.12,587.95,143.99,105,442.87,15.102,-9.26,-0.785,Low,P4,RSA2048,Valid,0.8733,0.8879,5.638,39.03,26,Malware
2693,Node_08,South,Industrial,Gateway,MQTT,1260,1144,8.85,143.91,17.62,16.13,448,131,48,31,8,Administrator,Guest,v3.0,12.32,18.57,452.01,626.95,162.65,676,49.31,0.884,5.37,-0.505,Low,P3,AES256,Expired,0.9508,0.0254,4.2,99.18,38,Reconnaissance
2694,Node_11,Northeast,Distribution,PLC,TCP_IP,864,118,102.59,833.67,40.51,8.99,2024,32,9,66,20,Administrator,Restricted,v2.0,53.7,75.46,330.2,114.38,66.84,1199,432.04,5.392,1.27,1.518,Low,P2,ChaCha20,Expired,0.8592,0.0248,0.421,8.67,47,Insider_Threat
2695,Node_06,South,Industrial,PLC,DNP3,85,505,121.63,87.25,21.69,5.14,4960,209,33,67,4,Supervisor,Trusted,v1.0,91.31,47.63,190.32,261.37,195.1,119,87.38,3.105,5.79,-1.695,Critical,P1,AES128,Expired,0.056,0.7684,6.978,54.59,81,Normal
2696,Node_08,Central,Industrial,Edge_Node,OPC_UA,1129,1114,5.63,829.1,36.1,21.98,2648,64,40,65,20,Operator,Trusted,v1.2,26.13,18.13,55.08,571.84,6.3,194,271.79,19.266,-8.13,-0.933,Low,P2,ChaCha20,Valid,0.6981,0.0044,4.893,90.31,75,Malware
2697,Node_01,North,Distribution,Gateway,OPC_UA,1291,447,147.89,46.29,41.89,0.03,4756,274,15,19,20,Supervisor,Restricted,v1.0,62.45,12.88,3.39,203.25,71.99,137,421.0,5.029,7.14,-0.399,Medium,P2,ChaCha20,Expired,0.9437,0.3978,1.879,17.76,63,Malware
2698,Node_01,Northeast,Industrial,PLC,MQTT,218,1329,208.36,8.62,23.52,10.99,6408,41,2,44,8,Administrator,Restricted,v2.0,63.01,44.22,331.8,188.53,105.75,418,11.82,9.502,-7.4,-0.565,Critical,P2,AES256,Expired,0.0906,0.8524,4.326,68.9,43,DoS_Attack
2699,Node_12,South,Renewable,Edge_Node,MQTT,873,335,103.22,756.76,36.61,9.41,2599,253,21,10,23,Maintenance,Trusted,v2.0,89.87,99.08,301.36,546.61,208.74,429,420.64,19.473,-6.56,-1.619,Low,P1,RSA2048,Valid,0.2585,0.8079,5.413,51.56,12,Insider_Threat
2700,Node_07,Central,Transmission,SCADA_Server,TCP_IP,141,496,187.02,562.29,3.42,3.66,4726,116,15,64,7,Maintenance,Trusted,v2.0,56.08,25.64,106.22,991.13,237.16,58,379.19,4.524,3.05,1.941,High,P2,ChaCha20,Revoked,0.6111,0.4188,7.125,36.87,64,Insider_Threat
2701,Node_08,North,Distribution,RTU,Modbus,167,586,38.63,218.94,14.9,28.86,4291,261,30,40,21,Engineer,Trusted,v1.0,22.25,48.24,71.36,553.33,192.56,246,209.16,4.183,8.59,0.216,High,P3,ChaCha20,Revoked,0.4915,0.5007,3.729,73.33,47,Spoofing_Attack
2702,Node_03,South,Transmission,IED,MQTT,341,146,132.87,966.12,16.12,9.86,2120,114,16,47,19,Supervisor,Guest,v2.3,8.19,47.12,208.44,352.3,99.83,445,155.04,10.861,4.59,1.405,Critical,P4,RSA2048,Expired,0.6589,0.9291,6.032,48.1,80,Insider_Threat
2703,Node_05,North,Transmission,SCADA_Server,OPC_UA,782,570,197.5,638.83,23.78,25.52,226,51,54,50,10,Operator,Restricted,v2.3,54.79,78.15,231.4,5.11,69.13,2,138.87,16.886,0.46,0.055,Low,P3,AES256,Revoked,0.8417,0.532,3.312,93.03,97,Malware
2704,Node_12,Northeast,Distribution,SCADA_Server,Modbus,826,444,170.83,242.37,32.34,13.8,3598,176,36,66,3,Operator,Restricted,v1.2,43.03,26.26,218.7,167.44,26.14,660,459.91,9.378,-9.47,0.055,Critical,P4,AES128,Expired,0.8824,0.3297,1.878,17.07,6,Reconnaissance
2705,Node_01,North,Transmission,IED,MQTT,120,916,195.13,418.91,23.51,17.46,1429,3,22,44,8,Engineer,Trusted,v1.0,34.79,97.27,124.48,369.24,143.47,645,178.93,0.91,1.53,0.993,Medium,P2,AES128,Expired,0.1066,0.4495,2.369,47.71,5,Insider_Threat
2706,Node_07,East,Transmission,Smart_Meter,MQTT,402,406,180.56,913.61,42.16,17.82,5029,143,37,18,15,Engineer,Trusted,v1.2,95.5,28.1,442.63,762.58,69.67,752,203.88,12.279,-9.28,-1.886,High,P4,AES128,Expired,0.1026,0.5321,5.376,22.06,4,Command_Injection
2707,Node_05,West,Distribution,Edge_Node,OPC_UA,337,984,31.14,207.38,12.91,16.78,6339,268,59,54,15,Engineer,Guest,v1.2,98.24,76.74,128.33,565.45,109.7,41,29.23,3.251,1.25,1.103,Low,P1,RSA2048,Expired,0.7132,0.3288,2.995,28.35,67,Command_Injection
2708,Node_08,East,Distribution,IED,Modbus,971,158,26.56,927.23,6.74,28.18,4250,162,26,64,19,Administrator,Guest,v2.0,69.15,70.02,289.89,719.91,3.39,291,405.47,1.38,8.03,0.511,Critical,P4,ChaCha20,Valid,0.0228,0.3966,4.51,30.7,82,Insider_Threat
2709,Node_08,Northeast,Renewable,RTU,DNP3,496,151,243.91,220.7,18.54,17.47,3923,72,4,65,9,Supervisor,Trusted,v1.2,66.44,72.32,175.13,720.25,62.29,394,359.44,17.034,-8.37,1.81,High,P4,AES256,Valid,0.5015,0.8098,0.805,74.53,57,Normal
2710,Node_09,Northeast,Distribution,Edge_Node,DNP3,673,1279,121.09,28.41,12.12,29.75,6259,299,24,61,23,Supervisor,Guest,v2.0,34.11,75.19,206.23,583.41,202.33,49,315.82,13.336,-6.94,-0.318,Critical,P1,RSA2048,Revoked,0.3282,0.8734,7.793,61.28,68,Spoofing_Attack
2711,Node_07,North,Industrial,IED,TCP_IP,454,180,183.37,272.09,29.67,10.44,3281,59,10,69,2,Engineer,Guest,v1.0,11.86,44.84,291.91,84.88,177.1,993,109.39,6.058,-3.28,-1.114,Critical,P4,AES128,Valid,0.5073,0.3073,2.659,36.25,68,Command_Injection
2712,Node_11,Central,Transmission,IED,Modbus,1429,436,170.7,59.35,28.51,18.6,4000,126,50,69,6,Maintenance,Trusted,v3.0,30.35,82.1,381.6,725.53,150.5,1004,193.6,18.408,4.09,1.528,Low,P3,AES128,Valid,0.684,0.148,5.962,48.08,35,Spoofing_Attack
2713,Node_01,South,Distribution,RTU,MQTT,1347,576,12.03,236.78,36.84,28.36,3,258,8,11,16,Administrator,Trusted,v1.2,23.03,15.77,466.57,733.48,234.88,1046,293.89,16.296,2.47,1.897,Low,P2,AES256,Expired,0.0902,0.9643,5.873,16.31,39,Replay_Attack
2714,Node_03,West,Renewable,Gateway,MQTT,237,1447,124.67,275.63,39.3,20.19,6712,165,4,33,20,Engineer,Trusted,v2.0,93.54,70.81,52.99,415.15,180.97,1165,382.59,17.877,2.94,0.828,High,P3,AES256,Valid,0.8857,0.7093,6.727,28.19,56,Normal
2715,Node_08,South,Distribution,IED,Modbus,1282,184,130.82,419.6,7.1,7.55,6680,23,51,37,7,Operator,Guest,v3.0,50.77,39.07,119.23,843.99,143.6,212,17.83,6.097,6.84,1.858,Low,P3,ChaCha20,Revoked,0.1929,0.0219,6.939,87.24,78,Insider_Threat
2716,Node_03,Central,Transmission,SCADA_Server,DNP3,1041,871,202.34,286.28,17.22,25.12,4172,17,23,72,8,Engineer,Restricted,v3.0,7.82,11.76,195.86,888.7,200.89,451,201.24,15.276,-1.83,-1.879,Critical,P1,ChaCha20,Valid,0.7937,0.4477,7.007,72.52,75,Malware
2717,Node_08,Northeast,Distribution,Smart_Meter,TCP_IP,335,245,240.58,713.18,3.93,15.75,828,292,53,66,14,Supervisor,Trusted,v1.2,23.57,80.73,150.28,734.14,182.31,795,49.45,0.655,-0.73,-0.753,Critical,P1,AES256,Valid,0.0835,0.7264,7.219,6.72,96,False_Data_Injection
2718,Node_01,West,Transmission,SCADA_Server,IEC61850,1394,1192,73.07,970.98,33.99,21.82,6032,192,15,19,0,Supervisor,Trusted,v2.3,78.51,73.11,247.39,162.66,86.55,863,23.01,14.355,0.41,-1.166,Critical,P4,AES256,Expired,0.3,0.0287,5.247,15.3,45,Spoofing_Attack
2719,Node_05,East,Distribution,IED,OPC_UA,371,1357,15.65,52.27,40.07,0.79,717,207,1,69,22,Operator,Trusted,v1.2,43.8,76.33,144.24,776.65,73.43,739,249.54,16.812,7.23,-1.218,High,P3,AES256,Expired,0.4213,0.1759,0.93,38.4,22,Insider_Threat
2720,Node_04,Northeast,Renewable,IED,Modbus,658,1350,119.35,515.47,48.07,11.97,3353,69,1,44,17,Maintenance,Restricted,v2.3,96.41,22.41,451.54,898.77,145.05,774,432.98,5.084,5.76,-1.789,Critical,P1,AES128,Valid,0.0994,0.6006,2.346,27.56,14,False_Data_Injection
2721,Node_05,Northeast,Industrial,RTU,TCP_IP,619,755,8.43,265.37,47.85,19.2,4830,28,19,22,24,Operator,Guest,v2.3,75.9,74.73,295.02,872.92,130.95,1053,20.22,0.405,-1.95,0.752,High,P4,AES256,Revoked,0.8992,0.972,2.643,7.26,34,Malware
2722,Node_08,North,Renewable,RTU,IEC61850,270,1463,96.97,465.42,31.59,20.29,5056,234,3,73,7,Engineer,Guest,v2.0,65.67,89.97,387.97,917.35,198.14,428,211.45,17.549,2.41,-1.427,Low,P1,AES256,Valid,0.607,0.3156,2.926,58.85,33,Malware
2723,Node_10,Central,Distribution,Edge_Node,OPC_UA,1204,197,69.04,706.07,36.97,16.13,7079,153,33,12,11,Administrator,Guest,v1.0,89.11,77.56,203.19,886.5,66.52,1100,90.78,0.24,-2.14,-0.043,Medium,P2,AES128,Valid,0.6044,0.9318,0.775,28.32,83,Malware
2724,Node_04,North,Transmission,Smart_Meter,IEC61850,68,350,61.5,877.42,10.44,1.22,3917,187,53,58,11,Engineer,Guest,v1.0,50.07,63.08,242.46,689.51,100.5,1199,104.2,3.302,0.63,-1.627,Medium,P2,AES256,Expired,0.0862,0.614,7.138,19.05,51,Command_Injection
2725,Node_11,North,Renewable,PLC,IEC61850,562,707,1.4,887.25,29.15,24.01,4576,107,7,55,21,Administrator,Trusted,v2.0,64.22,36.72,14.36,746.41,217.08,251,338.47,13.734,-1.27,1.966,Medium,P3,RSA2048,Revoked,0.8655,0.5354,1.003,92.28,66,DoS_Attack
2726,Node_04,South,Industrial,RTU,OPC_UA,1388,1341,63.41,167.33,16.54,18.93,2224,15,1,14,11,Maintenance,Guest,v2.0,70.74,34.01,136.38,78.72,199.09,37,110.4,3.628,0.07,-0.745,Low,P4,ChaCha20,Revoked,0.8155,0.892,4.162,77.22,27,Command_Injection
2727,Node_03,Northeast,Industrial,PLC,IEC61850,1177,1230,80.66,564.82,5.45,2.88,4676,105,14,43,13,Maintenance,Restricted,v2.3,21.47,44.74,233.69,33.78,7.89,1099,73.54,16.955,3.81,-1.628,Critical,P3,RSA2048,Expired,0.0461,0.5743,5.35,26.67,75,Malware
2728,Node_07,Central,Transmission,Smart_Meter,DNP3,1115,970,227.85,286.48,24.53,25.94,4144,176,41,43,1,Supervisor,Guest,v1.0,17.12,23.94,356.52,900.88,112.02,487,166.17,18.538,7.17,1.757,High,P3,ChaCha20,Expired,0.7562,0.9286,5.801,31.86,67,False_Data_Injection
2729,Node_03,North,Distribution,IED,TCP_IP,1013,907,22.98,500.33,21.05,18.71,2804,227,7,49,18,Maintenance,Restricted,v2.3,30.59,15.09,238.81,12.22,169.41,18,161.2,9.643,-0.7,1.216,Medium,P3,RSA2048,Valid,0.3968,0.7114,4.696,83.21,81,DoS_Attack
2730,Node_12,East,Renewable,Edge_Node,Modbus,1304,470,191.98,920.39,3.46,25.42,742,184,51,49,18,Supervisor,Restricted,v1.0,51.29,64.09,478.83,508.07,105.95,354,135.71,2.977,3.84,-0.418,Low,P2,AES256,Revoked,0.6768,0.01,3.893,72.44,26,Replay_Attack
2731,Node_03,West,Renewable,IED,TCP_IP,134,639,181.49,65.36,47.72,25.02,2421,112,23,77,5,Administrator,Restricted,v1.2,10.3,32.86,58.68,751.83,212.35,153,472.59,7.755,0.49,0.393,Medium,P3,AES256,Expired,0.8854,0.1281,3.797,46.33,6,False_Data_Injection
2732,Node_11,Central,Transmission,SCADA_Server,DNP3,93,1127,82.24,596.18,47.82,20.76,1098,246,44,51,2,Supervisor,Guest,v1.2,37.6,78.95,310.68,537.03,202.15,594,465.92,7.296,4.7,1.223,Medium,P3,RSA2048,Valid,0.412,0.8581,5.507,20.39,32,False_Data_Injection
2733,Node_10,South,Renewable,Edge_Node,DNP3,1343,911,226.84,362.92,27.94,8.6,957,206,32,9,21,Operator,Trusted,v1.0,19.85,94.15,162.43,861.13,135.77,684,176.9,1.857,-3.98,0.654,Critical,P1,ChaCha20,Revoked,0.4433,0.352,4.82,12.03,60,Replay_Attack
2734,Node_05,Central,Transmission,PLC,OPC_UA,884,1301,164.17,868.76,47.22,23.17,3252,86,28,25,22,Supervisor,Guest,v1.2,28.97,46.3,197.04,921.98,181.24,816,190.61,6.068,2.87,1.566,High,P2,AES256,Valid,0.0077,0.2481,2.028,2.38,72,Reconnaissance
2735,Node_05,Northeast,Transmission,SCADA_Server,OPC_UA,734,133,25.15,222.22,12.91,9.86,2132,268,0,57,6,Supervisor,Guest,v2.0,28.52,20.87,388.53,311.4,130.84,799,82.5,12.366,6.23,1.71,Critical,P4,RSA2048,Expired,0.2061,0.2668,4.878,28.11,1,Replay_Attack
2736,Node_06,South,Distribution,Smart_Meter,OPC_UA,1483,828,51.8,336.32,39.58,10.24,2039,75,25,51,14,Maintenance,Restricted,v3.0,56.22,69.92,328.89,558.29,22.38,841,255.41,2.139,-5.25,0.321,Low,P4,RSA2048,Expired,0.2515,0.1011,6.528,36.62,67,Malware
2737,Node_08,West,Transmission,Smart_Meter,IEC61850,1057,659,100.88,25.21,47.46,20.01,5608,8,47,15,1,Maintenance,Restricted,v3.0,23.72,42.33,221.79,34.66,179.09,944,176.69,8.081,-7.86,-0.945,Medium,P1,ChaCha20,Expired,0.4227,0.9472,7.574,36.68,39,False_Data_Injection
2738,Node_10,East,Renewable,RTU,IEC61850,386,1132,241.86,432.8,19.76,27.17,4456,229,3,72,15,Administrator,Trusted,v1.2,23.31,16.17,322.92,406.92,145.6,694,330.01,13.847,4.05,-0.65,Medium,P2,AES128,Valid,0.7822,0.9996,7.643,71.13,43,Reconnaissance
2739,Node_06,North,Transmission,PLC,Modbus,433,670,66.84,635.06,15.12,13.39,6967,23,1,2,14,Engineer,Restricted,v2.0,87.63,35.01,419.12,768.42,222.01,897,469.74,18.715,2.64,-1.813,Low,P3,AES128,Valid,0.4755,0.7908,1.442,1.14,68,Reconnaissance
2740,Node_12,Central,Renewable,Edge_Node,IEC61850,1243,941,107.63,200.18,34.73,16.85,1412,242,23,5,7,Engineer,Restricted,v3.0,57.97,14.77,120.8,202.08,26.37,726,139.85,2.842,8.61,0.626,Critical,P3,ChaCha20,Valid,0.1474,0.6306,1.742,94.57,18,Spoofing_Attack
2741,Node_01,South,Transmission,RTU,Modbus,1069,566,140.61,637.5,23.69,6.76,2497,22,4,48,14,Maintenance,Guest,v2.0,50.38,55.17,243.43,712.18,116.11,346,166.28,5.537,-1.93,-0.321,Low,P4,AES128,Revoked,0.495,0.8492,6.377,11.55,23,Command_Injection
2742,Node_08,West,Distribution,PLC,DNP3,277,637,89.52,745.99,18.93,20.1,1859,154,5,2,12,Administrator,Restricted,v1.0,76.07,81.43,497.44,60.13,36.87,598,253.79,7.31,0.01,1.51,Medium,P2,ChaCha20,Expired,0.2704,0.9832,4.931,86.08,14,Malware
2743,Node_08,North,Distribution,SCADA_Server,Modbus,729,801,175.54,196.46,38.89,9.24,4565,48,56,1,16,Supervisor,Trusted,v2.3,20.05,23.84,19.46,766.7,221.99,435,201.83,15.309,-3.57,0.463,High,P4,ChaCha20,Expired,0.8146,0.8781,5.526,75.36,95,Reconnaissance
2744,Node_09,West,Transmission,RTU,Modbus,1170,440,165.56,756.49,11.96,26.62,2728,93,54,75,13,Supervisor,Guest,v1.0,33.47,56.83,243.97,331.42,112.77,902,71.14,9.872,-5.83,-0.594,High,P4,RSA2048,Expired,0.1038,0.1012,2.246,56.24,50,Reconnaissance
2745,Node_09,East,Transmission,RTU,OPC_UA,468,991,16.04,933.1,34.41,0.06,2955,252,30,77,20,Maintenance,Restricted,v3.0,48.57,56.67,477.63,948.73,205.63,494,308.28,10.077,9.08,-1.253,High,P2,RSA2048,Expired,0.6864,0.016,7.594,13.17,61,Malware
2746,Node_02,North,Transmission,Smart_Meter,IEC61850,676,193,107.76,226.37,19.38,14.35,354,292,26,63,19,Operator,Trusted,v2.0,82.33,45.24,293.04,992.73,189.84,780,79.07,10.747,-4.8,-1.666,High,P4,ChaCha20,Revoked,0.0108,0.3156,4.054,99.26,14,False_Data_Injection
2747,Node_02,North,Distribution,Smart_Meter,MQTT,1097,599,195.49,139.32,13.07,24.95,3685,224,48,76,20,Administrator,Restricted,v2.3,19.82,81.52,245.94,5.91,218.58,593,395.34,7.129,7.32,-0.501,Low,P2,ChaCha20,Valid,0.7113,0.7595,5.501,87.66,75,Replay_Attack
2748,Node_03,North,Industrial,IED,MQTT,1367,571,160.34,336.74,46.55,8.82,3270,275,31,78,10,Engineer,Trusted,v1.2,95.51,25.61,224.32,466.89,238.88,1145,22.67,19.63,1.84,-0.554,High,P4,AES128,Valid,0.7514,0.8671,5.207,68.18,60,Reconnaissance
2749,Node_01,South,Transmission,IED,OPC_UA,344,493,115.59,194.76,12.4,14.55,3860,250,30,28,21,Operator,Trusted,v2.0,40.29,28.66,291.88,440.11,107.65,944,38.09,17.225,6.3,-1.542,High,P4,RSA2048,Expired,0.2505,0.6241,1.463,74.54,86,False_Data_Injection
2750,Node_04,North,Industrial,Smart_Meter,TCP_IP,1177,1256,182.74,776.37,19.34,3.17,276,268,16,77,2,Operator,Restricted,v2.0,98.77,94.63,350.73,348.73,80.42,1096,317.75,7.597,1.43,-1.313,Medium,P4,AES128,Expired,0.8546,0.5004,5.704,77.19,46,Insider_Threat
2751,Node_04,West,Transmission,Smart_Meter,TCP_IP,192,192,167.95,137.16,31.05,3.48,4710,252,35,62,17,Engineer,Restricted,v1.0,57.99,74.63,299.36,364.33,213.44,574,96.27,9.322,0.32,1.153,Critical,P3,AES256,Valid,0.8314,0.8141,3.708,85.19,97,Malware
2752,Node_09,South,Renewable,SCADA_Server,TCP_IP,372,1443,209.56,27.42,3.05,19.12,5032,297,16,58,2,Administrator,Restricted,v3.0,43.38,86.81,44.18,478.11,195.94,114,290.4,1.5,1.17,1.089,Critical,P3,AES128,Valid,0.7836,0.4157,4.394,79.32,22,False_Data_Injection
2753,Node_09,North,Distribution,RTU,DNP3,548,643,13.7,355.05,5.11,24.24,3696,192,52,33,17,Operator,Trusted,v1.2,59.57,86.97,245.73,548.91,71.63,435,462.63,13.29,-4.52,1.072,Medium,P3,RSA2048,Revoked,0.3742,0.9772,6.407,79.63,4,Insider_Threat
2754,Node_09,West,Industrial,IED,DNP3,1194,298,134.28,785.8,31.45,1.81,930,108,42,38,10,Supervisor,Trusted,v3.0,41.65,75.85,475.67,298.22,239.73,346,267.78,16.674,-6.42,-0.882,High,P1,AES256,Expired,0.381,0.7419,0.516,80.51,47,Insider_Threat
2755,Node_10,West,Industrial,Smart_Meter,DNP3,1037,235,165.42,653.04,29.56,6.4,7,95,58,9,18,Supervisor,Trusted,v2.0,30.62,54.31,219.96,692.48,194.95,333,77.82,14.903,-7.4,0.478,Critical,P4,AES256,Revoked,0.9827,0.4577,1.996,21.74,51,Reconnaissance
2756,Node_07,Central,Distribution,PLC,Modbus,1086,529,169.18,532.88,30.13,12.92,5807,169,14,69,19,Engineer,Trusted,v2.3,52.67,64.79,289.85,932.57,131.42,435,352.58,7.727,-4.85,-0.772,Critical,P3,ChaCha20,Expired,0.5429,0.8665,1.425,50.19,67,Spoofing_Attack
2757,Node_02,West,Industrial,PLC,IEC61850,855,614,230.69,460.66,29.66,28.75,304,93,32,34,14,Supervisor,Restricted,v3.0,32.99,28.31,220.36,247.28,36.19,895,390.26,14.787,-2.3,0.99,Low,P1,AES128,Valid,0.0329,0.3799,2.513,86.78,77,Malware
2758,Node_10,Northeast,Transmission,IED,DNP3,346,1262,103.49,651.22,41.73,2.88,29,192,21,53,13,Engineer,Restricted,v2.3,93.0,48.88,11.24,588.4,247.71,1042,330.45,16.911,-0.28,0.887,Low,P3,AES256,Revoked,0.8228,0.7264,0.982,37.19,97,Reconnaissance
2759,Node_05,East,Industrial,PLC,MQTT,1194,123,198.98,494.72,16.52,22.91,47,288,13,3,10,Engineer,Restricted,v1.2,44.86,77.57,64.82,355.08,58.64,102,276.17,15.183,-8.72,1.161,Low,P2,AES128,Revoked,0.6466,0.4802,6.557,45.59,96,False_Data_Injection
2760,Node_04,North,Transmission,Edge_Node,Modbus,218,1010,196.72,775.99,8.78,18.35,2,254,25,18,10,Administrator,Restricted,v1.2,36.32,11.02,128.99,543.43,142.42,846,376.37,15.498,4.62,-0.879,Critical,P4,ChaCha20,Expired,0.4051,0.7682,5.728,84.41,68,Insider_Threat
2761,Node_12,North,Industrial,RTU,DNP3,1319,1094,67.95,867.11,44.87,12.61,5764,122,14,30,16,Operator,Guest,v2.3,45.5,79.99,302.24,803.8,28.4,105,320.54,16.778,0.04,0.43,Critical,P1,AES256,Revoked,0.4733,0.278,6.999,1.87,62,Reconnaissance
2762,Node_11,North,Renewable,IED,DNP3,1467,788,67.81,177.75,27.97,8.8,3921,212,52,64,5,Administrator,Guest,v1.0,45.7,83.22,231.69,15.91,175.86,899,247.37,3.978,-0.36,1.536,Medium,P3,ChaCha20,Revoked,0.1041,0.722,7.639,77.53,44,Replay_Attack
2763,Node_08,West,Industrial,Edge_Node,TCP_IP,870,1120,235.77,235.8,39.45,11.25,183,286,1,15,17,Maintenance,Guest,v2.0,65.77,88.83,448.23,99.6,73.83,970,339.81,13.122,-4.66,-0.506,Low,P3,AES128,Revoked,0.87,0.0866,3.85,39.8,95,Command_Injection
2764,Node_02,West,Industrial,Smart_Meter,TCP_IP,1420,448,81.78,516.09,9.6,12.69,2965,113,27,78,5,Engineer,Restricted,v2.3,39.1,59.03,262.3,955.77,135.97,1085,74.14,15.686,-1.09,1.235,Medium,P2,AES128,Expired,0.3404,0.5113,6.544,65.24,8,Insider_Threat
2765,Node_06,North,Transmission,SCADA_Server,IEC61850,659,1047,104.19,866.46,23.18,26.26,6211,165,11,43,1,Engineer,Restricted,v2.3,49.38,15.73,441.69,220.31,179.64,635,221.5,12.9,7.06,-1.223,Medium,P2,AES256,Revoked,0.9502,0.1858,1.086,59.18,19,Normal
2766,Node_05,Northeast,Distribution,SCADA_Server,IEC61850,933,330,151.38,918.82,5.91,29.58,3833,11,59,68,14,Administrator,Trusted,v1.0,53.9,57.76,241.02,480.5,92.01,982,287.67,1.045,-7.34,-0.313,Critical,P1,AES256,Valid,0.6201,0.4606,3.339,45.02,86,Replay_Attack
2767,Node_12,South,Renewable,Edge_Node,Modbus,1163,1132,79.83,130.19,4.95,28.7,1833,7,55,23,2,Operator,Restricted,v2.0,48.05,45.66,354.21,800.16,26.87,1174,170.08,19.185,-6.76,1.43,Low,P4,RSA2048,Revoked,0.912,0.211,6.901,57.04,97,Insider_Threat
2768,Node_02,South,Distribution,PLC,MQTT,324,669,165.79,306.62,22.71,4.39,3250,190,5,64,18,Operator,Guest,v2.0,27.02,75.51,224.28,28.14,209.61,306,229.18,11.358,-7.95,1.089,High,P3,ChaCha20,Revoked,0.0307,0.3445,4.574,93.46,7,Replay_Attack
2769,Node_11,East,Transmission,RTU,OPC_UA,1424,781,73.07,770.77,29.75,0.87,2202,113,39,25,6,Operator,Restricted,v2.3,8.11,29.29,365.6,433.94,199.62,805,122.16,8.351,-9.99,-1.473,Medium,P2,AES128,Expired,0.4183,0.9706,6.251,60.52,47,Replay_Attack
2770,Node_10,Central,Renewable,Smart_Meter,TCP_IP,1317,382,132.31,934.0,46.38,6.38,5355,3,41,20,20,Operator,Guest,v1.0,45.74,30.95,495.84,140.24,231.73,1054,254.37,8.838,3.74,1.393,Medium,P1,AES128,Expired,0.4887,0.0665,3.416,33.12,22,Malware
